config_a,config_a_matched_attempts,config_a_matched_cpsc_usd,config_a_matched_pass_rate,config_a_matched_successes,config_a_matched_total_cost_usd,config_a_solved_tasks,config_b,config_b_matched_attempts,config_b_matched_cpsc_usd,config_b_matched_pass_rate,config_b_matched_successes,config_b_matched_total_cost_usd,config_b_solved_tasks,matched_tasks,solved_task_jaccard,solved_task_union
mini_swe_agent_claude_fable_5_medium,318,7.466119681102362,0.7987421383647799,254,1896.394399,94,mini_swe_agent_claude_opus_4_8_xhigh,324,11.24341703539823,0.6975308641975309,226,2541.0122499999998,91,82,0.7961165048543689,103
mini_swe_agent_claude_fable_5_medium,228,7.378805541025641,0.8552631578947368,195,1438.8670805,94,mini_swe_agent_claude_sonnet_4_6_high,236,10.9428436716,0.5296610169491526,125,1367.85545895,64,59,0.5959595959595959,99
mini_swe_agent_claude_fable_5_medium,309,7.382971006,0.8090614886731392,250,1845.7427515,94,mini_swe_agent_claude_sonnet_5_high,320,11.672429470055986,0.625,200,2334.485894011197,90,80,0.7692307692307693,104
mini_swe_agent_claude_fable_5_medium,233,7.538356722826086,0.7896995708154506,184,1387.0576369999999,94,mini_swe_agent_claude_sonnet_5_low,240,3.826173969230769,0.5416666666666666,130,497.40261599999997,65,60,0.6060606060606061,99
mini_swe_agent_claude_fable_5_medium,289,7.509887154661017,0.8166089965397924,236,1772.3333685,94,mini_swe_agent_claude_sonnet_5_max,296,39.856468382608696,0.6993243243243243,207,8250.2889552,89,75,0.6944444444444444,108
mini_swe_agent_claude_fable_5_medium,254,6.918627399061032,0.8385826771653543,213,1473.667636,94,mini_swe_agent_claude_sonnet_5_medium,263,6.2824819821428575,0.6387832699619772,168,1055.456973,73,66,0.6534653465346535,101
mini_swe_agent_claude_fable_5_medium,286,7.284300883966244,0.8286713286713286,237,1726.3793094999999,94,mini_swe_agent_claude_sonnet_5_xhigh,296,17.680123321921183,0.6858108108108109,203,3589.06503435,85,74,0.7047619047619048,105
mini_swe_agent_claude_fable_5_medium,115,5.394689760869565,0.8,92,496.311458,94,mini_swe_agent_gemini_3_1_pro_preview_high,120,23.809239925490196,0.425,51,1214.2712362,32,30,0.3125,96
mini_swe_agent_claude_fable_5_medium,270,6.573150351415094,0.7851851851851852,212,1393.5078745,94,mini_swe_agent_gemini_3_5_flash_medium,280,12.898764237187502,0.5714285714285714,160,2063.80227795,75,70,0.7070707070707071,99
mini_swe_agent_claude_fable_5_medium,267,6.280210344036697,0.8164794007490637,218,1369.085855,94,mini_swe_agent_glm_5_2_high,276,4.523631445866667,0.5434782608695652,150,678.54471688,77,69,0.6764705882352942,102
mini_swe_agent_claude_fable_5_medium,298,7.369187085714286,0.8221476510067114,245,1805.450836,94,mini_swe_agent_glm_5_2_max,307,6.500280900983607,0.5960912052117264,183,1189.55140488,87,77,0.7403846153846154,104
mini_swe_agent_claude_fable_5_medium,295,7.458994884773662,0.823728813559322,243,1812.5357569999999,94,mini_swe_agent_gpt_5_4_xhigh,304,8.71093781372549,0.6710526315789473,204,1777.031314,88,76,0.7169811320754716,106
mini_swe_agent_claude_fable_5_medium,341,7.519362542124542,0.8005865102639296,273,2052.785974,94,mini_swe_agent_gpt_5_5_high,352,6.792694935114504,0.7443181818181818,262,1779.686073,102,88,0.8148148148148148,108
mini_swe_agent_claude_fable_5_medium,192,6.06336643670886,0.8229166666666666,158,958.011897,94,mini_swe_agent_gpt_5_5_low,200,2.0216768108108107,0.555,111,224.406126,54,50,0.5102040816326531,98
mini_swe_agent_claude_fable_5_medium,294,7.082316201271187,0.8027210884353742,236,1671.4266235,94,mini_swe_agent_gpt_5_5_medium,304,3.977685882629108,0.7006578947368421,213,847.2470930000001,88,76,0.7169811320754716,106
mini_swe_agent_claude_fable_5_medium,337,7.6076113066914495,0.798219584569733,269,2046.4474415,94,mini_swe_agent_gpt_5_5_xhigh,348,9.364685966789668,0.7787356321839081,271,2537.829897,100,87,0.8130841121495327,107
mini_swe_agent_claude_fable_5_medium,291,6.713858029787234,0.8075601374570447,235,1577.756637,94,mini_swe_agent_gpt_5_6_luna_high,300,1.235742935164835,0.6066666666666667,182,224.9052142,85,75,0.7211538461538461,104
mini_swe_agent_claude_fable_5_medium,20,8.503709062499999,0.8,16,136.05934499999998,94,mini_swe_agent_gpt_5_6_luna_low,20,0.20012760000000002,0.35,7,1.4008932,5,5,0.05319148936170213,94
mini_swe_agent_claude_fable_5_medium,340,7.602445356877324,0.7911764705882353,269,2045.057801,94,mini_swe_agent_gpt_5_6_luna_max,348,3.7921428744360903,0.764367816091954,266,1008.7100046,102,88,0.8148148148148148,108
mini_swe_agent_claude_fable_5_medium,104,5.153294170731707,0.7884615384615384,82,422.57012199999997,94,mini_swe_agent_gpt_5_6_luna_medium,108,0.4350240127659575,0.4351851851851852,47,20.4461286,31,27,0.2755102040816326,98
mini_swe_agent_claude_fable_5_medium,301,7.63397701875,0.7973421926910299,240,1832.1544844999999,94,mini_swe_agent_gpt_5_6_luna_xhigh,308,2.0309528631578946,0.7402597402597403,228,463.0572528,89,77,0.7264150943396226,106
mini_swe_agent_claude_fable_5_medium,325,7.2922602653846145,0.8,260,1895.9876689999999,94,mini_swe_agent_gpt_5_6_sol_high,336,4.122962744525548,0.8154761904761905,274,1129.691792,98,84,0.7777777777777778,108
mini_swe_agent_claude_fable_5_medium,277,6.553559194690266,0.8158844765342961,226,1481.104378,94,mini_swe_agent_gpt_5_6_sol_low,288,1.5832395968586386,0.6631944444444444,191,302.398763,81,72,0.6990291262135923,103
mini_swe_agent_claude_fable_5_medium,329,7.39336930754717,0.8054711246200608,265,1959.2428665,94,mini_swe_agent_gpt_5_6_sol_max,340,9.68683999659864,0.8647058823529412,294,2847.930959,97,85,0.8018867924528302,106
mini_swe_agent_claude_fable_5_medium,310,7.38109696031746,0.8129032258064516,252,1860.0364339999999,94,mini_swe_agent_gpt_5_6_sol_medium,320,2.317669693548387,0.775,248,574.782084,91,80,0.7619047619047619,105
mini_swe_agent_claude_fable_5_medium,318,7.365452353515625,0.8050314465408805,256,1885.5558025,94,mini_swe_agent_gpt_5_6_sol_xhigh,328,5.310383302816901,0.8658536585365854,284,1508.148858,97,82,0.7522935779816514,109
mini_swe_agent_claude_fable_5_medium,310,7.187762777327935,0.7967741935483871,247,1775.3774059999998,94,mini_swe_agent_gpt_5_6_terra_high,320,1.6279917293577981,0.68125,218,354.902197,91,80,0.7619047619047619,105
mini_swe_agent_claude_fable_5_medium,172,5.512208310810811,0.8604651162790697,148,815.80683,94,mini_swe_agent_gpt_5_6_terra_low,179,0.7271879797979798,0.553072625698324,99,71.99161,50,45,0.45454545454545453,99
mini_swe_agent_claude_fable_5_medium,338,7.4869909794776115,0.7928994082840237,268,2006.5135825,94,mini_swe_agent_gpt_5_6_terra_max,347,5.944874393617021,0.8126801152737753,282,1676.454579,100,87,0.8130841121495327,107
mini_swe_agent_claude_fable_5_medium,236,5.934221520833333,0.8135593220338984,192,1139.370532,94,mini_swe_agent_gpt_5_6_terra_medium,244,0.9297154662162163,0.6065573770491803,148,137.597889,68,61,0.6039603960396039,101
mini_swe_agent_claude_fable_5_medium,310,7.4387473649193545,0.8,248,1844.8093465,94,mini_swe_agent_gpt_5_6_terra_xhigh,320,2.7261454052419354,0.775,248,676.0840605,91,80,0.7619047619047619,105
mini_swe_agent_claude_fable_5_medium,243,6.155753024752475,0.831275720164609,202,1243.462111,94,mini_swe_agent_kimi_k2_7_code_default,252,4.649392269692307,0.5158730158730159,130,604.42099506,69,63,0.63,100
mini_swe_agent_claude_fable_5_xhigh,332,15.916560856363635,0.8283132530120482,275,4377.0542355,100,mini_swe_agent_claude_opus_4_8_high,332,6.221679370535715,0.6746987951807228,224,1393.656179,88,83,0.7904761904761904,105
mini_swe_agent_claude_fable_5_xhigh,288,16.277657432773108,0.8263888888888888,238,3874.082469,100,mini_swe_agent_claude_opus_4_8_low,288,3.7489129604519773,0.6145833333333334,177,663.557594,77,72,0.6857142857142857,105
mini_swe_agent_claude_fable_5_xhigh,332,15.555704058098591,0.8554216867469879,284,4417.8199525,100,mini_swe_agent_claude_opus_4_8_max,324,17.64669119262295,0.7530864197530864,244,4305.792651,88,83,0.7904761904761904,105
mini_swe_agent_claude_fable_5_xhigh,312,16.680434236220474,0.8141025641025641,254,4236.830296,100,mini_swe_agent_claude_opus_4_8_medium,312,5.248636954326923,0.6666666666666666,208,1091.7164865,86,78,0.7222222222222222,108
mini_swe_agent_claude_fable_5_xhigh,344,16.162319278368795,0.8197674418604651,282,4557.7740365,100,mini_swe_agent_claude_opus_4_8_xhigh,340,11.770848876077586,0.6823529411764706,232,2730.83693925,91,86,0.819047619047619,105
mini_swe_agent_claude_fable_5_xhigh,232,16.38184942746114,0.8318965517241379,193,3161.6969395,100,mini_swe_agent_claude_sonnet_4_6_high,232,11.068527740243903,0.5301724137931034,123,1361.42891205,64,58,0.5471698113207547,106
mini_swe_agent_claude_fable_5_xhigh,336,16.317695133093526,0.8273809523809523,278,4536.319247,100,mini_swe_agent_claude_sonnet_5_high,336,12.13572957457713,0.625,210,2548.5032106611975,90,84,0.7924528301886793,106
mini_swe_agent_claude_fable_5_xhigh,236,16.128181434554975,0.809322033898305,191,3080.482654,100,mini_swe_agent_claude_sonnet_5_low,236,3.803918492307692,0.5508474576271186,130,494.50940399999996,65,59,0.5566037735849056,106
mini_swe_agent_claude_fable_5_xhigh,312,16.30066261509434,0.8493589743589743,265,4319.675593,100,mini_swe_agent_claude_sonnet_5_max,308,40.237979505760364,0.7045454545454546,217,8731.64155275,89,78,0.7027027027027027,111
mini_swe_agent_claude_fable_5_xhigh,276,15.476183081545065,0.8442028985507246,233,3605.950658,100,mini_swe_agent_claude_sonnet_5_medium,275,6.616573667441861,0.6254545454545455,172,1138.0506708,73,69,0.6634615384615384,104
mini_swe_agent_claude_fable_5_xhigh,312,15.681539597014925,0.8589743589743589,268,4202.652612,100,mini_swe_agent_claude_sonnet_5_xhigh,311,18.457383078909952,0.6784565916398714,211,3894.50782965,85,78,0.7289719626168224,107
mini_swe_agent_claude_fable_5_xhigh,124,14.045937903061223,0.7903225806451613,98,1376.5019144999999,100,mini_swe_agent_gemini_3_1_pro_preview_high,124,24.698150338461538,0.41935483870967744,52,1284.3038176,32,31,0.3069306930693069,101
mini_swe_agent_claude_fable_5_xhigh,276,14.602897162280701,0.8260869565217391,228,3329.460553,100,mini_swe_agent_gemini_3_5_flash_medium,276,12.653173551886791,0.5760869565217391,159,2011.85459475,75,69,0.6509433962264151,106
mini_swe_agent_claude_fable_5_xhigh,284,14.685834042918454,0.8204225352112676,233,3421.799332,100,mini_swe_agent_glm_5_2_high,284,4.769204538947369,0.5352112676056338,152,724.91908992,77,71,0.6698113207547169,106
mini_swe_agent_claude_fable_5_xhigh,320,16.502817868320612,0.81875,262,4323.7382815,100,mini_swe_agent_glm_5_2_max,318,6.907513345591398,0.5849056603773585,186,1284.79748228,87,80,0.7476635514018691,107
mini_swe_agent_claude_fable_5_xhigh,324,16.802448933085504,0.8302469135802469,269,4519.858763,100,mini_swe_agent_gpt_5_4_xhigh,324,8.72618535520362,0.6820987654320988,221,1928.4869635,88,81,0.7570093457943925,107
mini_swe_agent_claude_fable_5_xhigh,372,16.885637581125827,0.8118279569892473,302,5099.4625495,100,mini_swe_agent_gpt_5_5_high,372,7.010378423357664,0.7365591397849462,274,1920.843688,102,93,0.8532110091743119,109
mini_swe_agent_claude_fable_5_xhigh,204,14.337196322289158,0.8137254901960784,166,2379.9745895,100,mini_swe_agent_gpt_5_5_low,204,1.9817529655172417,0.5686274509803921,116,229.88334400000002,54,51,0.49514563106796117,103
mini_swe_agent_claude_fable_5_xhigh,324,16.215073509469697,0.8148148148148148,264,4280.7794065,100,mini_swe_agent_gpt_5_5_medium,324,4.034149973568282,0.7006172839506173,227,915.7520440000001,88,81,0.7570093457943925,107
mini_swe_agent_claude_fable_5_xhigh,368,17.1201847996633,0.8070652173913043,297,5084.6948855,100,mini_swe_agent_gpt_5_5_xhigh,368,9.657357689045938,0.7690217391304348,283,2733.0322260000003,100,92,0.8518518518518519,108
mini_swe_agent_claude_fable_5_xhigh,316,15.029432183908046,0.8259493670886076,261,3922.6818,100,mini_swe_agent_gpt_5_6_luna_high,316,1.2529958595744681,0.5949367088607594,188,235.5632216,85,79,0.7452830188679245,106
mini_swe_agent_claude_fable_5_xhigh,20,22.388756433333338,0.75,15,335.83134650000005,100,mini_swe_agent_gpt_5_6_luna_low,20,0.20012760000000002,0.35,7,1.4008932,5,5,0.05,100
mini_swe_agent_claude_fable_5_xhigh,368,17.061106097972974,0.8043478260869565,296,5050.087405,100,mini_swe_agent_gpt_5_6_luna_max,364,4.056350854873647,0.760989010989011,277,1123.6091868,102,92,0.8363636363636363,110
mini_swe_agent_claude_fable_5_xhigh,112,12.907572819148935,0.8392857142857143,94,1213.311845,100,mini_swe_agent_gpt_5_6_luna_medium,112,0.45666422916666666,0.42857142857142855,48,21.919883,31,28,0.27184466019417475,103
mini_swe_agent_claude_fable_5_xhigh,320,16.15399025468165,0.834375,267,4313.115398,100,mini_swe_agent_gpt_5_6_luna_xhigh,320,2.0590189361702125,0.734375,235,483.86945,89,80,0.7339449541284404,109
mini_swe_agent_claude_fable_5_xhigh,356,16.053047352233676,0.8174157303370787,291,4671.4367795,100,mini_swe_agent_gpt_5_6_sol_high,356,4.211602103448276,0.8146067415730337,290,1221.36461,98,89,0.8165137614678899,109
mini_swe_agent_claude_fable_5_xhigh,296,14.321609133466136,0.847972972972973,251,3594.7238925,100,mini_swe_agent_gpt_5_6_sol_low,296,1.587275618556701,0.6554054054054054,194,307.93147,81,74,0.6915887850467289,107
mini_swe_agent_claude_fable_5_xhigh,352,16.135033998281788,0.8267045454545454,291,4695.2948935,100,mini_swe_agent_gpt_5_6_sol_max,352,9.907089285714285,0.8551136363636364,301,2982.033875,97,88,0.8073394495412844,109
mini_swe_agent_claude_fable_5_xhigh,336,16.064773125448028,0.8303571428571429,279,4482.071702,100,mini_swe_agent_gpt_5_6_sol_medium,336,2.4073761467181467,0.7708333333333334,259,623.510422,91,84,0.7850467289719626,107
mini_swe_agent_claude_fable_5_xhigh,348,16.060791124567473,0.8304597701149425,289,4641.568635,100,mini_swe_agent_gpt_5_6_sol_xhigh,347,5.50620656122449,0.8472622478386167,294,1618.824729,97,87,0.7909090909090909,110
mini_swe_agent_claude_fable_5_xhigh,328,15.733611286245353,0.8201219512195121,269,4232.341436,100,mini_swe_agent_gpt_5_6_terra_high,328,1.6372952633928572,0.6829268292682927,224,366.754139,91,82,0.7522935779816514,109
mini_swe_agent_claude_fable_5_xhigh,176,12.912412235099337,0.8579545454545454,151,1949.7742475,100,mini_swe_agent_gpt_5_6_terra_low,175,0.7304963144329897,0.5542857142857143,97,70.8581425,50,44,0.41509433962264153,106
mini_swe_agent_claude_fable_5_xhigh,364,16.828569302405498,0.7994505494505495,291,4897.113667,100,mini_swe_agent_gpt_5_6_terra_max,363,6.2433272810344835,0.7988980716253443,290,1810.5649115,100,91,0.8348623853211009,109
mini_swe_agent_claude_fable_5_xhigh,252,13.72147713592233,0.8174603174603174,206,2826.6242899999997,100,mini_swe_agent_gpt_5_6_terra_medium,252,0.9531728322147651,0.5912698412698413,149,142.022752,68,63,0.6,105
mini_swe_agent_claude_fable_5_xhigh,328,16.32160336245353,0.8201219512195121,269,4390.5113045,100,mini_swe_agent_gpt_5_6_terra_xhigh,328,2.8250982992125984,0.774390243902439,254,717.574968,91,82,0.7522935779816514,109
mini_swe_agent_claude_fable_5_xhigh,256,15.221079765258215,0.83203125,213,3242.08999,100,mini_swe_agent_kimi_k2_7_code_default,256,4.894552805877862,0.51171875,131,641.18641757,69,64,0.6095238095238096,105
mini_swe_agent_claude_opus_4_8_high,280,5.93959529522613,0.7107142857142857,199,1181.97946375,88,mini_swe_agent_claude_opus_4_8_low,279,3.637762643678161,0.6236559139784946,174,632.9707,77,70,0.7368421052631579,95
mini_swe_agent_claude_opus_4_8_high,312,5.868473740950226,0.7083333333333334,221,1296.93269675,88,mini_swe_agent_claude_opus_4_8_max,304,16.733750244769872,0.7861842105263158,239,3999.3663085,88,78,0.7959183673469388,98
mini_swe_agent_claude_opus_4_8_high,304,5.92478977662037,0.7105263157894737,216,1279.75459175,88,mini_swe_agent_claude_opus_4_8_medium,304,4.993893270731707,0.6743421052631579,205,1023.7481205,86,76,0.7755102040816326,98
mini_swe_agent_claude_opus_4_8_high,336,6.045343951965066,0.6815476190476191,229,1384.383765,88,mini_swe_agent_claude_opus_4_8_xhigh,332,11.029436612179486,0.7048192771084337,234,2580.8881672499997,91,84,0.8842105263157894,95
mini_swe_agent_claude_opus_4_8_high,216,5.784910906666666,0.6944444444444444,150,867.736636,88,mini_swe_agent_claude_sonnet_4_6_high,216,10.543419112184873,0.5509259259259259,119,1254.66687435,64,54,0.5510204081632653,98
mini_swe_agent_claude_opus_4_8_high,296,5.8894773480392155,0.6891891891891891,204,1201.453379,88,mini_swe_agent_claude_sonnet_5_high,296,11.20615478163788,0.6418918918918919,190,2129.169408511197,90,74,0.7115384615384616,104
mini_swe_agent_claude_opus_4_8_high,204,5.304170794827586,0.7107843137254902,145,769.10476525,88,mini_swe_agent_claude_sonnet_5_low,204,3.6975863778260867,0.5637254901960784,115,425.22243345,65,51,0.5,102
mini_swe_agent_claude_opus_4_8_high,292,6.104867070731707,0.702054794520548,205,1251.4977495,88,mini_swe_agent_claude_sonnet_5_max,288,37.65618444410377,0.7361111111111112,212,7983.11110215,89,73,0.7019230769230769,104
mini_swe_agent_claude_opus_4_8_high,256,5.8193046339779,0.70703125,181,1053.29413875,88,mini_swe_agent_claude_sonnet_5_medium,255,6.482430356832298,0.6313725490196078,161,1043.67128745,73,64,0.6597938144329897,97
mini_swe_agent_claude_opus_4_8_high,288,5.869881323529412,0.7083333333333334,204,1197.45579,88,mini_swe_agent_claude_sonnet_5_xhigh,288,17.34716706030151,0.6909722222222222,199,3452.086245,85,72,0.7128712871287128,101
mini_swe_agent_claude_opus_4_8_high,108,5.4383053359375,0.5925925925925926,64,348.0515415,88,mini_swe_agent_gemini_3_1_pro_preview_high,108,22.758002945833336,0.4444444444444444,48,1092.3841414,32,27,0.2903225806451613,93
mini_swe_agent_claude_opus_4_8_high,244,5.4920066026011565,0.7090163934426229,173,950.11714225,88,mini_swe_agent_gemini_3_5_flash_medium,244,11.687306475,0.6147540983606558,150,1753.09597125,75,61,0.5980392156862745,102
mini_swe_agent_claude_opus_4_8_high,264,5.423774711111111,0.6818181818181818,180,976.279448,88,mini_swe_agent_glm_5_2_high,264,4.460859891862069,0.5492424242424242,145,646.82468432,77,66,0.6666666666666666,99
mini_swe_agent_claude_opus_4_8_high,300,6.12364006004902,0.68,204,1249.22257225,88,mini_swe_agent_glm_5_2_max,298,6.8103289344,0.587248322147651,175,1191.80756352,87,75,0.75,100
mini_swe_agent_claude_opus_4_8_high,296,6.041196396135265,0.6993243243243243,207,1250.527654,88,mini_swe_agent_gpt_5_4_xhigh,296,8.44505507451923,0.7027027027027027,208,1756.5714555,88,74,0.7254901960784313,102
mini_swe_agent_claude_opus_4_8_high,328,6.080668861607143,0.6829268292682927,224,1362.069825,88,mini_swe_agent_gpt_5_5_high,328,6.542996411067193,0.7713414634146342,253,1655.378092,102,82,0.7592592592592593,108
mini_swe_agent_claude_opus_4_8_high,188,4.857870353703704,0.7180851063829787,135,655.81249775,88,mini_swe_agent_gpt_5_5_low,188,2.00638585046729,0.5691489361702128,107,214.683286,54,47,0.49473684210526314,95
mini_swe_agent_claude_opus_4_8_high,292,5.924089644278608,0.6883561643835616,201,1190.7420185,88,mini_swe_agent_gpt_5_5_medium,292,3.769757813084112,0.7328767123287672,214,806.728172,88,73,0.7087378640776699,103
mini_swe_agent_claude_opus_4_8_high,316,6.110626610465117,0.680379746835443,215,1313.78472125,88,mini_swe_agent_gpt_5_5_xhigh,316,8.890889386100385,0.819620253164557,259,2302.740351,100,79,0.7247706422018348,109
mini_swe_agent_claude_opus_4_8_high,280,5.74477395984456,0.6892857142857143,193,1108.74137425,88,mini_swe_agent_gpt_5_6_luna_high,280,1.186475927586207,0.6214285714285714,174,206.4468114,85,70,0.6796116504854369,103
mini_swe_agent_claude_opus_4_8_high,16,8.782392906250001,0.5,8,70.25914325000001,88,mini_swe_agent_gpt_5_6_luna_low,16,0.18386403333333334,0.375,6,1.1031842,5,4,0.0449438202247191,89
mini_swe_agent_claude_opus_4_8_high,320,6.056420044930875,0.678125,217,1314.24314975,88,mini_swe_agent_gpt_5_6_luna_max,316,3.694688408870968,0.7848101265822784,248,916.2827254,102,80,0.7272727272727273,110
mini_swe_agent_claude_opus_4_8_high,104,4.6812870584415585,0.7403846153846154,77,360.4591035,88,mini_swe_agent_gpt_5_6_luna_medium,104,0.4628217333333333,0.4326923076923077,45,20.826978,31,26,0.27956989247311825,93
mini_swe_agent_claude_opus_4_8_high,296,5.991445351485148,0.6824324324324325,202,1210.271961,88,mini_swe_agent_gpt_5_6_luna_xhigh,296,1.9922620882882882,0.75,222,442.2821836,89,74,0.7184466019417476,103
mini_swe_agent_claude_opus_4_8_high,324,6.040416585972851,0.6820987654320988,221,1334.9320655000001,88,mini_swe_agent_gpt_5_6_sol_high,323,4.1082273470149255,0.8297213622291022,268,1101.004929,98,81,0.7714285714285715,105
mini_swe_agent_claude_opus_4_8_high,276,5.672999264397906,0.6920289855072463,191,1083.5428595,88,mini_swe_agent_gpt_5_6_sol_low,276,1.5981194055555556,0.6521739130434783,180,287.661493,81,69,0.69,100
mini_swe_agent_claude_opus_4_8_high,324,6.159866683486238,0.6728395061728395,218,1342.850937,88,mini_swe_agent_gpt_5_6_sol_max,322,9.349387363957597,0.8788819875776398,283,2645.876624,97,81,0.7788461538461539,104
mini_swe_agent_claude_opus_4_8_high,304,6.135796172705314,0.680921052631579,207,1270.10980775,88,mini_swe_agent_gpt_5_6_sol_medium,304,2.328573880165289,0.7960526315789473,242,563.514879,91,76,0.7378640776699029,103
mini_swe_agent_claude_opus_4_8_high,324,6.034459863839286,0.691358024691358,224,1351.7190095,88,mini_swe_agent_gpt_5_6_sol_xhigh,324,5.412410866906475,0.8580246913580247,278,1504.650221,97,81,0.7788461538461539,104
mini_swe_agent_claude_opus_4_8_high,308,5.9218972846889955,0.6785714285714286,209,1237.6765325000001,88,mini_swe_agent_gpt_5_6_terra_high,308,1.6104660023809523,0.6818181818181818,210,338.1978605,91,77,0.7549019607843137,102
mini_swe_agent_claude_opus_4_8_high,164,4.887208935840708,0.6890243902439024,113,552.25460975,88,mini_swe_agent_gpt_5_6_terra_low,162,0.7229133388888889,0.5555555555555556,90,65.0622005,50,41,0.422680412371134,97
mini_swe_agent_claude_opus_4_8_high,324,6.141304402522936,0.6728395061728395,218,1338.80435975,88,mini_swe_agent_gpt_5_6_terra_max,323,5.975578499999999,0.8142414860681114,263,1571.5771455,100,81,0.7570093457943925,107
mini_swe_agent_claude_opus_4_8_high,220,5.674649013793104,0.6590909090909091,145,822.824107,88,mini_swe_agent_gpt_5_6_terra_medium,220,0.9365557126865671,0.6090909090909091,134,125.4984655,68,55,0.5445544554455446,101
mini_swe_agent_claude_opus_4_8_high,308,6.146636391826923,0.6753246753246753,208,1278.5003695,88,mini_swe_agent_gpt_5_6_terra_xhigh,308,2.7795451239495796,0.7727272727272727,238,661.5317395,91,77,0.7549019607843137,102
mini_swe_agent_claude_opus_4_8_high,236,5.517068987878788,0.6991525423728814,165,910.316383,88,mini_swe_agent_kimi_k2_7_code_default,236,5.058158719913793,0.4915254237288136,116,586.74641151,69,59,0.6020408163265306,98
mini_swe_agent_claude_opus_4_8_low,275,3.748129658682635,0.6072727272727273,167,625.9376530000001,77,mini_swe_agent_claude_opus_4_8_max,268,16.495496480046945,0.7947761194029851,213,3513.5407502499997,88,69,0.71875,96
mini_swe_agent_claude_opus_4_8_low,279,3.7754421395348836,0.6164874551971327,172,649.376048,77,mini_swe_agent_claude_opus_4_8_medium,280,4.98550341923077,0.6964285714285714,195,972.1731667500001,86,70,0.7526881720430108,93
mini_swe_agent_claude_opus_4_8_low,283,3.757960148571429,0.6183745583038869,175,657.6430260000001,77,mini_swe_agent_claude_opus_4_8_xhigh,280,10.936658235294116,0.7285714285714285,204,2231.0782799999997,91,71,0.7319587628865979,97
mini_swe_agent_claude_opus_4_8_low,207,3.6088483875968995,0.6231884057971014,129,465.541442,77,mini_swe_agent_claude_sonnet_4_6_high,208,10.908064686842105,0.5480769230769231,114,1243.5193743,64,52,0.5842696629213483,89
mini_swe_agent_claude_opus_4_8_low,263,3.712777945652174,0.6121673003802282,161,597.75724925,77,mini_swe_agent_claude_sonnet_5_high,264,10.909660228124999,0.6666666666666666,176,1920.1002001499999,90,66,0.6534653465346535,101
mini_swe_agent_claude_opus_4_8_low,208,3.2138569570895523,0.6442307692307693,134,430.65683225000004,77,mini_swe_agent_claude_sonnet_5_low,208,3.6365534836134454,0.5721153846153846,119,432.74986455,65,52,0.5777777777777777,90
mini_swe_agent_claude_opus_4_8_low,259,3.9063958048387097,0.5984555984555985,155,605.49134975,77,mini_swe_agent_claude_sonnet_5_max,256,38.90427609642857,0.7109375,182,7080.57824955,89,65,0.6435643564356436,101
mini_swe_agent_claude_opus_4_8_low,235,3.4365212140522874,0.6510638297872341,153,525.78774575,77,mini_swe_agent_claude_sonnet_5_medium,235,6.173724042580646,0.6595744680851063,155,956.9272266,73,59,0.6483516483516484,91
mini_swe_agent_claude_opus_4_8_low,263,3.781979361801242,0.6121673003802282,161,608.89867725,77,mini_swe_agent_claude_sonnet_5_xhigh,264,17.125521004812832,0.7083333333333334,187,3202.4724278999997,85,66,0.6875,96
mini_swe_agent_claude_opus_4_8_low,96,2.6353139253731346,0.6979166666666666,67,176.566033,77,mini_swe_agent_gemini_3_1_pro_preview_high,96,26.202098748837212,0.4479166666666667,43,1126.6902462,32,24,0.2823529411764706,85
mini_swe_agent_claude_opus_4_8_low,212,3.232754791970803,0.6462264150943396,137,442.8874065,77,mini_swe_agent_gemini_3_5_flash_medium,212,11.723173278461537,0.6132075471698113,130,1524.0125262,75,53,0.5353535353535354,99
mini_swe_agent_claude_opus_4_8_low,235,3.22957703,0.6382978723404256,150,484.4365545,77,mini_swe_agent_glm_5_2_high,236,4.470562699090909,0.559322033898305,132,590.11427628,77,59,0.6210526315789474,95
mini_swe_agent_claude_opus_4_8_low,271,3.8388191993865033,0.6014760147601476,163,625.7275295000001,77,mini_swe_agent_glm_5_2_max,271,6.886702682051282,0.5756457564575646,156,1074.3256184,87,68,0.7083333333333334,96
mini_swe_agent_claude_opus_4_8_low,271,3.570443191520468,0.6309963099630996,171,610.54578575,77,mini_swe_agent_gpt_5_4_xhigh,272,8.495532694148936,0.6911764705882353,188,1597.1601465,88,68,0.7010309278350515,97
mini_swe_agent_claude_opus_4_8_low,291,3.711726237215909,0.6048109965635738,176,653.26381775,77,mini_swe_agent_gpt_5_5_high,292,6.36196176419214,0.7842465753424658,229,1456.889244,102,73,0.6886792452830188,106
mini_swe_agent_claude_opus_4_8_low,180,2.817988723577236,0.6833333333333333,123,346.612613,77,mini_swe_agent_gpt_5_5_low,180,2.041505744897959,0.5444444444444444,98,200.067563,54,45,0.5232558139534884,86
mini_swe_agent_claude_opus_4_8_low,260,3.3998859484848487,0.6346153846153846,165,560.9811815,77,mini_swe_agent_gpt_5_5_medium,260,3.68084812886598,0.7461538461538462,194,714.0845370000001,88,65,0.65,100
mini_swe_agent_claude_opus_4_8_low,291,3.6396311983240226,0.6151202749140894,179,651.4939845,77,mini_swe_agent_gpt_5_5_xhigh,292,8.795003841004185,0.8184931506849316,239,2102.0059180000003,100,73,0.7019230769230769,104
